"Dyad ID","Thought Unit","Speaker","ANNOTATION"
53,89,Grocery,"I mean I,so for the grocery store...I I I I don’t really think I need to put that huge amount of money to renovate stuff.",SB-R
53,90,Grocery,"So I would like to,you know, put some amount to train my employees /so…it’s…30 thousand is a little bit…a lot.",SB-E/IP
53,91,Grocery,But I think if I ask like…10 thousand?,OS
53,92,Grocery,"It,that’s too much for you because. I mean I understand you you run a business well you bring a lot of customers.",ESbr
53,93,Wine,Right,MI-N
53,94,Grocery,"Then we basically,we both have a lot to benefit.",MU
53,95,Grocery,"So maybe can we just,you know. Leave this, with open hours operation and then we can talk about temperature?",PM
53,96,Wine,Alight.,MI-N
53,97,Wine,What what are you thinking about temperature?,QP
53,98,Grocery,"I mean,I mean…for me the temperature…well you know the lower temperature will mean too much cost right?",SB-R
53,99,Grocery,Because…,MI-N
53,100,Wine,because of the air conditioning??,QS
53,101,Grocery,"air condition,for both you and me.",SB-R
53,102,Wine,right,MI-N
53,103,Grocery,"so I would say we just chose the,the highest temperature so that’s 7..",IP
53,104,Wine,so your thinking 73?,QP
53,105,Grocery,"because its,its comfortable enough for the customers and, you know, we do not have to spend too much cost.",SB-R
53,106,Grocery,"Electrical bill,you know…So that’s my concern.",SB-R
53,107,Grocery,I’m open to…,MI-C
53,108,Wine,"Well,well and I’m, you know, certainly.",MI-N
53,109,Wine,I’m concerned about the electrical bill as well.,MI-C
53,110,Wine,"One of one of my concerns though is I have several wines and liquors that need to be stored at low temperature. That they,their, when they’re stored cooler, they, they’ll preserve better. They’ll they’ll keep longer; they’ll keep their flavor and their quality much better.",SB-R
53,111,Wine," So I think here here’s another on where you know it maybe that…its preferable for me to have the temperature as low as possible but you know...and again I think...I think here,low as possible, for, for us, would mean 65 degrees.",IP
53,112,Wine,And this is another issue where I don’t...I’m not interested in keeping it super super cold,IR
53,113,Wine,"because it’s,you know, your right, its expensive and its probably not as comfortable.",MI-C
53,114,Wine,65 I think people would have goosebumps when they’re walking in.,MI-C
53,115,Grocery,yea but…well you think…the problem is 65 is a little bit cold for customers.,SB-R
53,116,Wine,yea yea I agree completely,MI-C
53,117,Grocery,working freezer,SB-R
53,118,Wine,yea yea right,MI-N
53,119,Grocery,But think about it.,MI-N
53,120,Grocery,"Say,73 and 65 basically, it’s for the...for the storage of food… It doesn’t make too much difference.",SB-R
53,121,Grocery,"But for the feeling,comfortable…that do make...that make a huge difference if they don’t feel comfortable they will not come in anymore.",SB-R
53,122,Wine,"right.. I think that it will...however,it will probably make a difference for our liquors if if, you know, if they end up being of poor quality, people won’t buy them then. So I’m I’m…I’m I’ll tell you I’ll tell you what I’m thinking then.",SB-R
53,123,Wine,"I would say that,you know, I would I would prefer to have it at 67 degrees but 69 degrees would be do able for me.",OS
53,124,Wine,Does that sound like a reasonable..?,QP
53,125,Grocery,"well if you consider 71,69…they only have 2 Fahrenheit difference. That doesn’t make too much difference for your storage food. Think about it.",SB-R
53,126,Grocery,"You will run acing for a longer time which means you pay the bill more. I mean this is a long period. We’re talking about,like, you know, once we settle down this...it’s it’s going to be always there.",SB-R
53,127,Grocery,But for your beer and stuff you can maybe circulate it quickly in small amount?  But the bill you cannot change it anymore.,SB-R
53,128,Grocery,But this is definitely my concern for this one so...yea. and 73 is best for me,IP
53,129,Grocery,"but I know,I understand that if we can settle down at 71 that would be…actually its I think...also both of us can benefit with the electrical bill",SB-R
53,130,Wine,"yea I hear,I definitely hear what your saying.",MI-C
53,131,Wine,"But I the investment in my stock...the,the wines and liquor that I sell…is frankly...is worth a lot more for me than the electrical bill. And I’m willing to put up with that cost of the electricity bill to ensure that I give my customers a high quality product.",SB-R
53,132,Grocery,"yea but,does that really make difference? Only 2 Fahrenheit?",SB-R
53,133,Grocery,Wine,"well again,I’m telling you that, it would be...the optimal temp for me would be 65.",IP
53,134,Grocery,"so I would,I would, that would be 6 degrees difference if were to go to 71 from where its best for me.",SB-R
53,135,Grocery,"If we go to 69,I’m probably sacrificing a little bit in quality but I’m willing to make that sacrifice for our customers.",OS
53,136,Grocery,"Ok,ok, I think it seems like we have to sacrifice, you know. …Ok I would say, yea, since 71, 69…you know.",PC
53,137,Grocery,"Ok,I can accept 69.",RP
53,138,Wine,ok that’s great I really appreciate that.,MI-C
53,139,Grocery,Yea but so then like.,MI-N
53,140,Grocery,"Then what about…Well you see since,I have to…work in the day, I may sacrifice on the temperature...what about…",MI-N
53,141,Grocery,lets go back to renovation costs.,P1
53,142,Grocery,Can I get…like 15 thousand?,OS
53,143,Wine,lets…um..,MI-N
53,144,Grocery,"Or,you will be more comfortable to talk about the grand opening date?",P1
53,145,Wine,"let,let, lets deal with the grand opening date.",P1
53,146,Grocery,"Ok,ok which one do you..",QP
53,147,Wine,"Well,I, I I think that we’ll like to get open right away and start making money.",SB-R
53,148,Wine,And I…My preferred date would be May 1st.,IP
53,149,Grocery,"Well,but I I need to import stuff oversees so I I need some time to prepare.",SB-E
53,150,Wine,Ok how much time would you need?,QS
53,151,Grocery,So I would prefer sep 1st.,IP
53,152,Grocery,I know it’s a lot but think about it.,MI-N
53,153,Grocery,"I mean,if I don’t have too much things to sell…I mean basically we’re kind of package deal, you know, if I cannot run my store well…and then basically your… not many customers will show up.",SB-R
53,154,Wine,sure sure,MI-N
53,155,Grocery,"Yea,so…I think maybe just give me sometime to prepare well then both of us can benefit.",SB-R
53,156,Wine,"well again...I,I I…I think…do, do you...well lets see…so we’re talking 1,2,3,4. 4 months later than my preferred date.",SB-R
53,157,Wine,"Would,would 3 months, would Aug 1st be enough time for you to get what you need?",OS
53,158,Wine,So we can at least get open and start making a little bit of money,SB-R
53,159,Grocery,you mean august 1st?,QM
53,160,Wine,Yea,MI-N
53,161,Grocery,well it’s a little bit tight. The schedule.,RN
53,162,Grocery,"So...well I will say can we...if we can combine the first two issues then I would,I would consider Aug 1st.",PP
53,163,Wine,ok so your talking…if we can come to a deal on hours ops then..,PP
53,164,Grocery,yea,MI-N
53,165,Wine,ok well lets go back there.,P1
53,166,Wine,"I think where we,where we left off on hours of operation…we were, we were trying to decide on 8:30 and 7:30 and then on renovations your suggesting 15k and I was suggesting 30 thousand.",MI-N
53,167,Grocery,yea.,MI-N
53,168,Grocery,"So,what if we settle down like 7:30am to open the store and I pay 20 thousand and I open…like at…it’s possible I open sept1?",OM
53,169,Grocery,Sept 1st. and like ..ok…what do you think?,OM
53,170,Wine,"well ..well let me,do you mind if I take a second and do a little math here?",MI-N
53,171,Wine,Ok so 20 thousand and 7:30…,MI-N
53,172,Grocery,and September 1st..,MI-N
53,173,Wine,"and September 1st…ok. I…I gotta say that...that I don’t think that will,will really do it for me because…and I’m just, I’m really, I think my, my biggest concern right now is the….",RN
53,174,Grocery,the openi…,MI-N
53,175,Wine,"well,actually it’s the renovation costs and I…I think that.. Here’s what I would suggest.",MI-N
53,176,Wine,"If we were to open with the hours of operation...if we could go from 7:30am to 7:30pm,ok, do renovation costs at 25 thousand, and open on Aug 1st again, so we can just get…a little bit of, little bit more time to earn some money..",OM
53,177,Grocery,well..,MI-N
53,178,Wine,…during the month of august.,MI-N
53,179,Wine,Would that make sense?,QM
53,180,Grocery,"you know I,I would prefer like September 1st. In that case I can pay 30 thousand with out any problem?",OM
53,181,Wine,oh really?,MI-N
53,182,Grocery,"yea,what do you think?",QM
53,183,Grocery,"So I’m...Yea,to well prepare I would like to...what months you like…",SB-R
53,184,Wine,ok that make’s sense.,MI-N
53,185,Wine,"30 thousand,7:30 and September 1st right?",QM
53,186,Grocery,right.,MI-N
53,187,Wine,ok.,RP
53,188,Grocery,Great,MI-C
53,189,Wine,great,MI-C
54,0,Group 54 
54,1,Name of Coder:
54,2,Date:
54,3,Wine,"Ok hi,nice to meet you.",MIC
54,4,Grocery,nice to meet you,MIC
54,5,Wine,I guess we have to come to an agreement if we’re going to be sharing the space in terms of how we’re going to set up our store.,MIC
54,6,Grocery,yea,MIC
54,7,Wine,when are we going to start?,PO
54,8,Grocery,from the first item?,P!
54,9,Wine,"Well do you want to first,before we work out the other stuff, take care of the part like in terms of how much space we each want?",P!
54,10,Wine,"And then,because that’s going to be pretty crucial to how we manage to go about renovating the store and also deciding on when we’re going to open it.",MIN
54,11,Wine,Because it might take us different amounts of time depending on how much space we each have.,MIN
54,12,Grocery,"How about,do you mind telling me about your situation so that I can have a comprehensive understanding?",QS
54,13,Wine,Sure. Sure!,MIC
54,14,Wine,I’m actually going to be in charge of selling wine in the store and ..so we obviously don’t need as much space for our product as a grocery store would for selling high scale groceries. So I was thinking that maybe 40% of the store could be devoted to wine and 60% could be devoted to groceries?,SF/SBR/IP
54,15,Wine,,"What do you think about that. Or how do you,how do you feel about that?",QP
54,16,Grocery,"Well for me,because you know like the groceries, we have a lot of items we need to show.",SBR
54,17,Grocery,So the more we can get the better.,IP
54,18,Wine,ok that’s fine.,MIC
54,19,Wine,So how much would you like?,QP
54,20,Grocery,My…well I think its 60%.,IP
54,21,Wine,ok.,MIN
54,22,Wine,That sounds good then.,RP
54,23,Wine,So I’ll take 40 and you can have 60.,MIN
54,24,Wine,"Ok,so that gives us an idea of how..maybe how much its going to cost us to go about renovating the space. I don’t know how you feel about how it exists right now. ",P1
54,25,Grocery,"ok…we just have some…we just only need some…external and some interior work. We don’t need to send as much money on the renovations yet. So my situation,I’d like to spend no more than 10 thousand dollars.",IP
54,26,Grocery,Wine,"Ok,well 10 thousand dollars is not going to get us very much in terms of return customers.",SBR
54,27,Grocery,"It might,it might be helpful in the long term if we spend a little bit more upfront and maybe that will help us in the long term.",SBR
54,28,Grocery,How about your ideal renovation costs?,QP
54,29,Wine,"I mean,I, I think that if we spend maybe double the amount to 20 thousand that might pay off in the long run.",IP
54,30,Grocery,Ok no problem.,RP
54,31,Wine,Ok?,QM
54,32,Grocery,"Yea. because I think,you know, the floor space, will be actually almost like 50-50.",MIC
54,33,Wine,Sure ok.,MIC
54,34,Grocery,that will be fine.,MIC
54,35,Wine,and especially its easier to do it upfront than down the line.,MIC
54,36,Wine,"Ok,what should we discuss next?",P1
54,37,Grocery,"I think the,I think the big problem is the hours of operations.",P1
54,38,Grocery,"I can imagine that you prefer the late hours because most customers will buy in the early morning. But for me,because we sell all the breakfast items..",IDN
54,39,Wine,Ok so we may want to reach an agreement on that because we obviously have to be open at the same time.,MIN
54,40,Wine,"I,yea.. I think the later hrs will be too late in order to possibly effect your business and.",SBR
54,41,Wine,"But at the same time if people are coming in the later to purchase wine,they might also be influenced to get items from your store as well.",MIC
54,42,Wine,So I guess how early do you want to open in the morning?,QP
54,43,Grocery,"My ideal situation is,I need to open at 6:30 till 6:30pm.",IP
54,44,Grocery,But I know this is to early for you.,INN
54,45,Grocery,"So I’m thinking of,how about 7:30 /or 8:30?",OS/OS
54,46,Wine,Well 8:30 would be ideal,RP
54,47,Wine,"cause then your getting the get the end of the people coming in for breakfast as well as the wine between people that will be coming in to buy stuff for lunch as well as the people coming in to buy stuff for dinner. Whereas if we,if we closed early we might be making more money off people buying lunch and dinner items.",MIC
54,48,Grocery,"Well,I need to think about this.",MIN
54,49,Wine,"ok,can we talk about something else then cause we’re..",PM
54,50,Grocery,sure,MIN
54,51,Wine,ok I guess the next thing that’s going to be pretty important is when we’re going to open the store.,P1
54,52,Wine,And that I think depends on how long it takes us to renovate it.,MIN
